n,k,t,check_bits,percent_correction,array_size,ber,hdm_ber,block_count,block_fail_prob,array_fail_prob,maes_ent, maes_ent_rate, dodis_ent, dodis_ent_rate, total_maes_ent, total_dodis_ent
63,39,4,24,6.35%,1024,0.0200,0.0049, 16,0.000015412683,0.000246574426,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.0300,0.0068, 16,0.000075450058,0.001206518039,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.0400,0.0088, 16,0.000241310023,0.003853980567,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.0500,0.0107, 16,0.000599204530,0.009544307194,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.0600,0.0127, 16,0.001257870349,0.019937167048,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.0700,0.0146, 16,0.002342851444,0.036834095716,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.0800,0.0166, 16,0.003989951640,0.061963974249,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.0900,0.0186, 16,0.006338613252,0.096736172910,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.1000,0.0205, 16,0.009525726426,0.141992279804,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.1100,0.0225, 16,0.013680183596,0.197797262391,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.1200,0.0244, 16,0.018918351426,0.263313968955,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.1300,0.0264, 16,0.025340528928,0.336796946422,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.1400,0.0283, 16,0.033028386835,0.415721912610,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.1500,0.0303, 16,0.042043333205,0.497039560156,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,39,4,24,6.35%,1024,0.1600,0.0322, 16,0.052425718101,0.577514079521,35.1000, 0.0274,35.1000,0.0274,449.28,449.28
63,36,5,27,7.94%,1024,0.0100,0.0029, 16,0.000000037234,0.000000595744,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.0200,0.0049, 16,0.000000725466,0.000011607392,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.0300,0.0068, 16,0.000004965774,0.000079449424,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.0400,0.0088, 16,0.000020392676,0.000326232916,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.0500,0.0107, 16,0.000061804015,0.000988406000,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.0600,0.0127, 16,0.000153103567,0.002446846201,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.0700,0.0146, 16,0.000328520805,0.005243401598,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.0800,0.0166, 16,0.000633033734,0.010080593698,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.0900,0.0186, 16,0.001122026810,0.017802143823,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.1000,0.0205, 16,0.001860280745,0.029352798042,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.1100,0.0225, 16,0.002920425797,0.045717163330,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.1200,0.0244, 16,0.004381003585,0.067839298665,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.1300,0.0264, 16,0.006324281283,0.096527700284,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.1400,0.0283, 16,0.008833951296,0.132353783065,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.1500,0.0303, 16,0.011992833132,0.175555322540,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,36,5,27,7.94%,1024,0.1600,0.0322, 16,0.015880674769,0.225958648301,32.4000, 0.0253,32.4000,0.0253,414.72,414.72
63,30,6,33,9.52%,1024,0.0100,0.0029, 16,0.000000000888,0.000000014205,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.0200,0.0049, 16,0.000000028820,0.000000461121,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.0300,0.0068, 16,0.000000276062,0.000004416990,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.0400,0.0088, 16,0.000001456903,0.000023310198,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.0500,0.0107, 16,0.000005393760,0.000086296669,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.0600,0.0127, 16,0.000015781748,0.000252478088,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.0700,0.0146, 16,0.000039048116,0.000624586922,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.0800,0.0166, 16,0.000085214956,0.001362568247,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.0900,0.0186, 16,0.000168680499,0.002695476289,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.1000,0.0205, 16,0.000308849566,0.004930162964,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.1100,0.0225, 16,0.000530562842,0.008455309339,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.1200,0.0244, 16,0.000864294481,0.013739431644,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.1300,0.0264, 16,0.001346106122,0.021321617707,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.1400,0.0283, 16,0.002017361585,0.031793983314,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.1500,0.0303, 16,0.002924219649,0.045775257861,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,30,6,33,9.52%,1024,0.1600,0.0322, 16,0.004116932264,0.063875578674,27.0000, 0.0211,27.0000,0.0211,345.60,345.60
63,24,7,39,11.11%,1024,0.0100,0.0029, 16,0.000000000018,0.000000000291,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.0200,0.0049, 16,0.000000000985,0.000000015768,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.0300,0.0068, 16,0.000000013217,0.000000211477,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.0400,0.0088, 16,0.000000089690,0.000001435037,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.0500,0.0107, 16,0.000000405856,0.000006493671,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.0600,0.0127, 16,0.000001403415,0.000022454398,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.0700,0.0146, 16,0.000004006470,0.000064101590,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.0800,0.0166, 16,0.000009908331,0.000158521520,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.0900,0.0186, 16,0.000021918017,0.000350630634,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.1000,0.0205, 16,0.000044348338,0.000709337437,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.1100,0.0225, 16,0.000083422792,0.001333929873,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.1200,0.0244, 16,0.000147676367,0.002360206675,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.1300,0.0264, 16,0.000248325412,0.003965815297,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.1400,0.0283, 16,0.000399583725,0.006374215228,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.1500,0.0303, 16,0.000618905302,0.009856652067,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,24,7,39,11.11%,1024,0.1600,0.0322, 16,0.000927138455,0.014731509941,21.6000, 0.0169,21.6000,0.0169,276.48,276.48
63,18,10,45,15.87%,1024,0.0100,0.0029, 16,0.000000000000,0.000000000000,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.0200,0.0049, 16,0.000000000000,0.000000000000,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.0300,0.0068, 16,0.000000000001,0.000000000011,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.0400,0.0088, 16,0.000000000010,0.000000000156,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.0500,0.0107, 16,0.000000000081,0.000000001296,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.0600,0.0127, 16,0.000000000463,0.000000007411,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.0700,0.0146, 16,0.000000002035,0.000000032563,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.0800,0.0166, 16,0.000000007341,0.000000117454,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.0900,0.0186, 16,0.000000022712,0.000000363399,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.1000,0.0205, 16,0.000000062159,0.000000994549,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.1100,0.0225, 16,0.000000153878,0.000002462052,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.1200,0.0244, 16,0.000000350386,0.000005606164,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.1300,0.0264, 16,0.000000743365,0.000011893776,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.1400,0.0283, 16,0.000001484334,0.000023749077,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.1500,0.0303, 16,0.000002812189,0.000044994079,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,18,10,45,15.87%,1024,0.1600,0.0322, 16,0.000005088521,0.000081413228,16.2000, 0.0127,16.2000,0.0127,207.36,207.36
63,16,11,47,17.46%,1024,0.0100,0.0029, 16,0.000000000000,0.000000000000,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.0200,0.0049, 16,0.000000000000,0.000000000000,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.0300,0.0068, 16,0.000000000000,0.000000000000,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.0400,0.0088, 16,0.000000000000,0.000000000006,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.0500,0.0107, 16,0.000000000004,0.000000000061,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.0600,0.0127, 16,0.000000000026,0.000000000411,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.0700,0.0146, 16,0.000000000130,0.000000002084,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.0800,0.0166, 16,0.000000000533,0.000000008530,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.0900,0.0186, 16,0.000000001845,0.000000029527,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.1000,0.0205, 16,0.000000005588,0.000000089408,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.1100,0.0225, 16,0.000000015166,0.000000242664,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.1200,0.0244, 16,0.000000037576,0.000000601214,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.1300,0.0264, 16,0.000000086184,0.000001378941,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.1400,0.0283, 16,0.000000185021,0.000002960332,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.1500,0.0303, 16,0.000000375079,0.000006001254,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,16,11,47,17.46%,1024,0.1600,0.0322, 16,0.000000723173,0.000011570697,14.4000, 0.0113,14.4000,0.0113,184.32,184.32
63,10,13,53,20.63%,1024,0.0100,0.0029, 16,0.000000000000,0.000000000000,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.0200,0.0049, 16,0.000000000000,0.000000000000,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.0300,0.0068, 16,0.000000000000,0.000000000000,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.0400,0.0088, 16,0.000000000000,0.000000000000,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.0500,0.0107, 16,0.000000000000,0.000000000000,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.0600,0.0127, 16,0.000000000000,0.000000000001,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.0700,0.0146, 16,0.000000000000,0.000000000006,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.0800,0.0166, 16,0.000000000002,0.000000000034,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.0900,0.0186, 16,0.000000000009,0.000000000146,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.1000,0.0205, 16,0.000000000034,0.000000000541,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.1100,0.0225, 16,0.000000000110,0.000000001766,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.1200,0.0244, 16,0.000000000324,0.000000005183,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.1300,0.0264, 16,0.000000000869,0.000000013900,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.1400,0.0283, 16,0.000000002157,0.000000034508,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.1500,0.0303, 16,0.000000005008,0.000000080130,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,10,13,53,20.63%,1024,0.1600,0.0322, 16,0.000000010968,0.000000175491,9.0000, 0.0070,9.0000,0.0070,115.20,115.20
63,7,15,56,23.81%,1024,0.0100,0.0029, 16,0.000000000000,0.000000000000,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.0200,0.0049, 16,0.000000000000,0.000000000000,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.0300,0.0068, 16,0.000000000000,0.000000000000,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.0400,0.0088, 16,0.000000000000,0.000000000000,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.0500,0.0107, 16,0.000000000000,0.000000000000,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.0600,0.0127, 16,0.000000000000,0.000000000000,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.0700,0.0146, 16,0.000000000000,0.000000000000,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.0800,0.0166, 16,0.000000000000,0.000000000000,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.0900,0.0186, 16,0.000000000000,0.000000000001,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.1000,0.0205, 16,0.000000000000,0.000000000002,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.1100,0.0225, 16,0.000000000001,0.000000000009,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.1200,0.0244, 16,0.000000000002,0.000000000031,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.1300,0.0264, 16,0.000000000006,0.000000000098,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.1400,0.0283, 16,0.000000000018,0.000000000283,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.1500,0.0303, 16,0.000000000047,0.000000000752,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
63,7,15,56,23.81%,1024,0.1600,0.0322, 16,0.000000000117,0.000000001873,6.3000, 0.0049,6.3000,0.0049,80.64,80.64
127,120,1,7,0.79%,1024,0.0100,0.0029, 8,0.053987176749,0.358530241765,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.0200,0.0049, 8,0.128257545885,0.666492523594,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.0300,0.0068, 8,0.215724819592,0.856864364517,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.0400,0.0088, 8,0.307087700224,0.946859435446,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.0500,0.0107, 8,0.396450819305,0.982392353208,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.0600,0.0127, 8,0.480292286882,0.994678019257,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.0700,0.0146, 8,0.556716057183,0.998509074303,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.0800,0.0166, 8,0.624914991043,0.999608224155,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.0900,0.0186, 8,0.684789013297,0.999902543509,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.1000,0.0205, 8,0.736676795507,0.999976883980,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.1100,0.0225, 8,0.781170000950,0.999994741585,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.1200,0.0244, 8,0.818987124299,0.999998847408,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.1300,0.0264, 8,0.850889967934,0.999999755626,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.1400,0.0283, 8,0.877630299197,0.999999949720,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.1500,0.0303, 8,0.899917594206,0.999999989934,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,120,1,7,0.79%,1024,0.1600,0.0322, 8,0.918401273555,0.999999998035,108.0000, 0.0844,108.0000,0.0844,691.20,691.20
127,113,2,14,1.57%,1024,0.0100,0.0029, 8,0.006397796676,0.050050831173,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.0200,0.0049, 8,0.024799853655,0.182006105211,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.0300,0.0068, 8,0.057102253064,0.375234867668,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.0400,0.0088, 8,0.102070604413,0.577392194047,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.0500,0.0107, 8,0.157110526774,0.745220172031,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.0600,0.0127, 8,0.219177822200,0.861828929844,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.0700,0.0146, 8,0.285304663652,0.931928145021,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.0800,0.0166, 8,0.352875822307,0.969246042559,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.0900,0.0186, 8,0.419747014175,0.987148936452,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.1000,0.0205, 8,0.484267703712,0.994995108927,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.1100,0.0225, 8,0.545249797479,0.998171128428,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.1200,0.0244, 8,0.601909118753,0.999369249160,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.1300,0.0264, 8,0.653796562044,0.999793627887,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.1400,0.0283, 8,0.700729063664,0.999935654773,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.1500,0.0303, 8,0.742726033210,0.999980805945,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,113,2,14,1.57%,1024,0.1600,0.0322, 8,0.779953980882,0.999994503223,101.7000, 0.0795,101.7000,0.0795,650.88,650.88
127,106,3,21,2.36%,1024,0.0100,0.0029, 8,0.000571476883,0.004562681104,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.0200,0.0049, 8,0.003648052005,0.028814490507,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.0300,0.0068, 8,0.011610694325,0.089197316138,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.0400,0.0088, 8,0.026325371971,0.192187021023,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.0500,0.0107, 8,0.048820660953,0.329962258916,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.0600,0.0127, 8,0.079279699843,0.483557768394,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.0700,0.0146, 8,0.117185614140,0.631060450964,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.0800,0.0166, 8,0.161520895606,0.755691851309,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.0900,0.0186, 8,0.210966003258,0.849766866089,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.1000,0.0205, 8,0.264070340482,0.913961971536,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.1100,0.0225, 8,0.319385466817,0.953952108718,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.1200,0.0244, 8,0.375559847038,0.976883260899,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.1300,0.0264, 8,0.431399288598,0.989074050477,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.1400,0.0283, 8,0.485899255018,0.995120381540,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.1500,0.0303, 8,0.538255640845,0.997933607632,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,106,3,21,2.36%,1024,0.1600,0.0322, 8,0.587860108605,0.999167551800,95.4000, 0.0745,95.4000,0.0745,610.56,610.56
127,99,4,28,3.15%,1024,0.0100,0.0029, 8,0.000040773905,0.000326144691,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.0200,0.0049, 8,0.000430653325,0.003440038123,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.0300,0.0068, 8,0.001904039215,0.015131189133,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.0400,0.0088, 8,0.005504761280,0.043198900354,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.0500,0.0107, 8,0.012367705134,0.094763074634,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.0600,0.0127, 8,0.023514177281,0.173338830147,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.0700,0.0146, 8,0.039707558617,0.276850510752,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.0800,0.0166, 8,0.061377850550,0.397542538888,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.0900,0.0186, 8,0.088605788900,0.523952678431,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.1000,0.0205, 8,0.121150616192,0.644110134890,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.1100,0.0225, 8,0.158505079443,0.748572955332,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.1200,0.0244, 8,0.199963565176,0.832166702765,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.1300,0.0264, 8,0.244692650810,0.894077143681,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.1400,0.0283, 8,0.291796744494,0.936720454602,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.1500,0.0303, 8,0.340374425273,0.964159019290,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,99,4,28,3.15%,1024,0.1600,0.0322, 8,0.389563406951,0.980719225359,89.1000, 0.0696,89.1000,0.0696,570.24,570.24
127,92,5,35,3.94%,1024,0.0100,0.0029, 8,0.000002413591,0.000019308569,82.8000, 0.0647,82.8000,0.0647,529.92,529.92
127,92,5,35,3.94%,1024,0.0200,0.0049, 8,0.000042292149,0.000338287116,82.8000, 0.0647,82.8000,0.0647,529.92,529.92
